video_id,frame_id,timestamp_sec,ear_l,ear_r,ear_avg,det_ok,face_count,face_x,face_y,face_w,face_h,is_closed_manual,manual_source
11,25,0.8333333333333334,0.362635659397592,0.3491721297755386,0.3559038945865653,1,1,209,137,216,216,0,
11,26,0.8666666666666667,0.3309308683961549,0.3340206146240234,0.3324757415100892,1,1,209,137,216,216,0,
11,27,0.9,0.3622453973860664,0.3640994489367251,0.3631724231613957,1,1,209,137,216,216,0,
11,28,0.9333333333333332,0.34585498793872,0.3333333333333333,0.3395941606360266,1,1,209,137,216,216,0,
11,29,0.9666666666666668,0.3607791074812851,0.3484848484848485,0.3546319779830668,1,1,209,137,216,216,0,
11,30,1.0,0.3322758481398474,0.3333333333333333,0.3328045907365903,1,1,209,137,216,216,0,
11,31,1.0333333333333334,0.3622453973860664,0.3640994489367251,0.3631724231613957,1,1,209,137,216,216,0,
11,32,1.0666666666666669,0.3425020907534874,0.3340206146240234,0.3382613526887554,1,1,209,137,216,216,0,
11,33,1.1,0.3540021670026175,0.3389023612527286,0.3464522641276731,1,1,209,137,216,216,0,
11,34,1.1333333333333333,0.3472606227629569,0.3380891019710096,0.3426748623669833,1,1,209,137,216,216,0,
11,35,1.1666666666666667,0.3659735921331823,0.3483249550563316,0.357149273594757,1,1,209,137,216,216,0,
11,36,1.2,0.3619622741720084,0.3331803917930129,0.3475713329825106,1,1,209,137,216,216,0,
11,37,1.2333333333333334,0.3600408066582366,0.3333333333333333,0.3466870699957849,1,1,209,137,216,216,0,
11,38,1.2666666666666666,0.3431134090291012,0.3241964788997875,0.3336549439644444,1,1,209,137,216,216,0,
11,39,1.3,0.3641094947596244,0.3235294117647059,0.3438194532621651,1,1,209,137,216,216,0,
11,40,1.3333333333333333,0.3641094947596244,0.3484848484848485,0.3562971716222364,1,1,209,137,216,216,0,
11,41,1.3666666666666667,0.3322758481398474,0.3333333333333333,0.3328045907365903,1,1,209,137,216,216,0,
11,42,1.4,0.3607791074812851,0.3347078959147135,0.3477435016979994,1,1,209,137,216,216,0,
11,43,1.4333333333333331,0.3359013207926465,0.3389023612527286,0.3374018410226875,1,1,209,137,216,216,0,
11,44,1.4666666666666666,0.3309308683961549,0.3241964788997875,0.3275636736479712,1,1,209,137,216,216,0,
11,45,1.5,0.3607791074812851,0.3389023612527286,0.3498407343670069,1,1,209,137,216,216,0,
11,46,1.5333333333333334,0.3472606227629569,0.3094905965468463,0.3283756096549016,1,1,209,137,216,216,0,
11,47,1.5666666666666669,0.3622453973860664,0.3535528603722067,0.3578991288791365,1,1,209,137,216,216,0,
11,48,1.6,0.34585498793872,0.3490119210054441,0.347433454472082,1,1,209,137,216,216,0,
11,49,1.6333333333333333,0.3607791074812851,0.3389023612527286,0.3498407343670069,1,1,209,137,216,216,0,
11,50,1.6666666666666667,0.3607791074812851,0.3389023612527286,0.3498407343670069,1,1,209,137,216,216,0,
11,51,1.7,0.362635659397592,0.3483249550563316,0.3554803072269618,1,1,209,137,216,216,0,
11,52,1.7333333333333334,0.3753154612846867,0.3642665834137887,0.3697910223492377,1,1,209,137,216,216,0,
11,53,1.7666666666666666,0.3607791074812851,0.3490119210054441,0.3548955142433646,1,1,209,137,216,216,0,
11,54,1.8,0.3492909025288986,0.3196247852209842,0.3344578438749415,1,1,209,137,216,216,0,
11,55,1.8333333333333333,0.3607791074812851,0.3380891019710096,0.3494341047261474,1,1,209,137,216,216,0,
11,56,1.8666666666666667,0.3472606227629569,0.3338673577421253,0.3405639902525411,1,1,209,137,216,216,0,
11,57,1.9,0.3309308683961549,0.3086900496257044,0.3198104590109297,1,1,209,137,216,216,0,
11,58,1.9333333333333331,0.3607791074812851,0.3333333333333333,0.3470562204073092,1,1,209,137,216,216,0,
11,59,1.9666666666666663,0.3607791074812851,0.3490119210054441,0.3548955142433646,1,1,209,137,216,216,0,
11,60,2.0,0.3622453973860664,0.3340206146240234,0.3481330060050449,1,1,209,137,216,216,0,
11,61,2.033333333333333,0.3492909025288986,0.3235294117647059,0.3364101571468023,1,1,209,137,216,216,0,
11,62,2.066666666666667,0.3503959258752345,0.3529411764705882,0.3516685511729114,1,1,209,137,216,216,0,
11,63,2.1,0.3497907508216727,0.3534000476631059,0.3515953992423893,1,1,209,137,216,216,0,
11,64,2.1333333333333333,0.3607791074812851,0.3382352941176471,0.3495072007994661,1,1,209,137,216,216,0,
11,65,2.1666666666666665,0.3214067157100586,0.3388469780192655,0.3301268468646621,1,1,209,137,216,216,0,
11,66,2.2,0.3648989116922567,0.3484848484848485,0.3566918800885526,1,1,209,137,216,216,0,
11,67,2.2333333333333334,0.3772388361580754,0.3642665834137887,0.3707527097859321,1,1,209,137,216,216,0,
11,68,2.2666666666666666,0.3472606227629569,0.3491150682622736,0.3481878455126153,1,1,209,137,216,216,0,
11,69,2.3,0.3607791074812851,0.3387005214904534,0.3497398144858692,1,1,209,137,216,216,0,
11,70,2.333333333333333,0.3622453973860664,0.3235294117647059,0.3428874045753861,1,1,209,137,216,216,0,
11,71,2.3666666666666667,0.3472606227629569,0.3491150682622736,0.3481878455126153,1,1,209,137,216,216,0,
11,72,2.4,0.3472606227629569,0.3491721297755386,0.3482163762692477,1,1,209,137,216,216,0,
11,73,2.433333333333333,0.3607791074812851,0.3484848484848485,0.3546319779830668,1,1,209,137,216,216,0,
11,74,2.466666666666667,0.3622453973860664,0.3340206146240234,0.3481330060050449,1,1,209,137,216,216,0,
11,75,2.5,0.3622453973860664,0.34375,0.3529976986930332,1,1,209,137,216,216,0,
11,76,2.533333333333333,0.3579480422622011,0.3340206146240234,0.3459843284431123,1,1,209,137,216,216,0,
11,77,2.566666666666667,0.3622453973860664,0.3338673577421253,0.3480563775640959,1,1,209,137,216,216,0,
11,78,2.6,0.34585498793872,0.3636363636363636,0.3547456757875418,1,1,209,137,216,216,0,
11,79,2.6333333333333333,0.3717887374091487,0.3489548856734063,0.3603718115412775,1,1,209,137,216,216,0,
11,80,2.6666666666666665,0.3622453973860664,0.3491150682622736,0.35568023282417,1,1,209,137,216,216,0,
11,81,2.7,0.3717887374091487,0.3642665834137887,0.3680276604114687,1,1,209,137,216,216,0,
11,82,2.7333333333333334,0.3772388361580754,0.3490119210054441,0.3631253785817597,1,1,209,137,216,216,0,
11,83,2.7666666666666666,0.3607791074812851,0.3535528603722067,0.3571659839267459,1,1,209,137,216,216,0,
11,84,2.8,0.3733939937709149,0.3640994489367251,0.36874672135382,1,1,209,137,216,216,0,
11,85,2.833333333333333,0.3607791074812851,0.3387005214904534,0.3497398144858692,1,1,209,137,216,216,0,
11,86,2.8666666666666667,0.3772388361580754,0.3387005214904534,0.3579696788242644,1,1,209,137,216,216,0,
11,87,2.9,0.3607791074812851,0.3483249550563316,0.3545520312688084,1,1,209,137,216,216,0,
11,88,2.933333333333333,0.3607791074812851,0.3382352941176471,0.3495072007994661,1,1,209,137,216,216,0,
11,89,2.966666666666667,0.3733939937709149,0.3484848484848485,0.3609394211278817,1,1,209,137,216,216,0,
11,90,3.0,0.3622453973860664,0.3529411764705882,0.3575932869283273,1,1,209,137,216,216,0,
11,91,3.033333333333333,0.3772369287984584,0.3389023612527286,0.3580696450255936,1,1,209,137,216,216,0,
11,92,3.066666666666667,0.3772388361580754,0.3535528603722067,0.365395848265141,1,1,209,137,216,216,0,
11,93,3.1,0.3622453973860664,0.3640994489367251,0.3631724231613957,1,1,209,137,216,216,0,
11,94,3.1333333333333333,0.3622453973860664,0.3535528603722067,0.3578991288791365,1,1,209,137,216,216,0,
11,95,3.1666666666666665,0.3607791074812851,0.3642665834137887,0.362522845447537,1,1,209,137,216,216,0,
11,96,3.2,0.3757118561021756,0.3791957004285405,0.3774537782653581,1,1,209,137,216,216,0,
11,97,3.2333333333333334,0.3772388361580754,0.3529411764705882,0.3650900063143318,1,1,209,137,216,216,0,
11,98,3.2666666666666666,0.3772388361580754,0.3535528603722067,0.365395848265141,1,1,209,137,216,216,0,
11,99,3.3,0.3607791074812851,0.3333333333333333,0.3470562204073092,1,1,209,137,216,216,0,
11,100,3.333333333333333,0.362142998989803,0.3333333333333333,0.3477381661615681,1,1,209,137,216,216,0,
11,101,3.3666666666666667,0.3622453973860664,0.3382352941176471,0.3502403457518567,1,1,209,137,216,216,0,
11,102,3.4,0.34585498793872,0.3388469780192655,0.3423509829789928,1,1,209,137,216,216,0,
11,103,3.433333333333333,0.3503959258752345,0.3640994489367251,0.3572476874059798,1,1,209,137,216,216,0,
11,104,3.466666666666667,0.3622453973860664,0.3484848484848485,0.3553651229354574,1,1,209,137,216,216,0,
11,105,3.5,0.3329529300349758,0.3388469780192655,0.3358999540271207,1,1,209,137,216,216,0,
11,106,3.533333333333333,0.3622453973860664,0.3389023612527286,0.3505738793193975,1,1,209,137,216,216,0,
11,107,3.566666666666667,0.3214067157100586,0.3235294117647059,0.3224680637373822,1,1,209,137,216,216,0,
11,108,3.6,0.3607791074812851,0.3380891019710096,0.3494341047261474,1,1,209,137,216,216,0,
11,109,3.633333333333333,0.3472606227629569,0.3340206146240234,0.3406406186934901,1,1,209,137,216,216,0,
11,110,3.6666666666666665,0.3503959258752345,0.3491721297755386,0.3497840278253865,1,1,209,137,216,216,0,
11,111,3.7,0.3215239872416274,0.2901716471576647,0.305847817199646,1,1,209,137,216,216,0,
11,112,3.733333333333333,0.1737374723015365,0.1496677716205368,0.1617026219610366,1,1,209,137,216,216,0,
11,113,3.7666666666666666,0.1910821158310462,0.1367547741873772,0.1639184450092117,1,1,209,137,216,216,1,selfrec_closed_interval
11,114,3.8,0.1333333333333333,0.1371324480507378,0.1352328906920355,1,1,209,137,216,216,1,selfrec_closed_interval
11,115,3.8333333333333335,0.1628027294974068,0.1641432454347156,0.1634729874660612,1,1,209,137,216,216,1,selfrec_closed_interval
11,116,3.8666666666666663,0.15,0.1438150894184587,0.1469075447092294,1,1,209,137,216,216,1,selfrec_closed_interval
11,117,3.9,0.1499167332597251,0.1266763507117688,0.1382965419857469,1,1,209,137,216,216,1,selfrec_closed_interval
11,118,3.933333333333333,0.1520517587661743,0.1172623913547223,0.1346570750604483,1,1,209,137,216,216,1,selfrec_closed_interval
11,119,3.966666666666667,0.1290322580645161,0.1304085996343773,0.1297204288494467,1,1,209,137,216,216,1,selfrec_closed_interval
11,120,4.0,0.2027587572733561,0.1641432454347156,0.1834510013540358,1,1,209,137,216,216,1,selfrec_closed_interval
11,121,4.033333333333333,0.151650325457255,0.1307460088030013,0.1411981671301281,1,1,209,137,216,216,1,selfrec_closed_interval
11,122,4.066666666666666,0.151650325457255,0.1464539003499661,0.1490521129036106,1,1,209,137,216,216,1,selfrec_closed_interval
11,123,4.1,0.1568796470247466,0.1347131979653684,0.1457964224950575,1,1,209,137,216,216,1,selfrec_closed_interval
11,124,4.133333333333334,0.1568796470247466,0.1169597786299432,0.1369197128273449,1,1,209,137,216,216,1,selfrec_closed_interval
11,125,4.166666666666667,0.1333333333333333,0.1266763507117688,0.130004842022551,1,1,209,137,216,216,1,selfrec_closed_interval
11,126,4.2,0.1847127119700114,0.1574898830764061,0.1711012975232088,1,1,209,137,216,216,1,selfrec_closed_interval
11,127,4.233333333333333,0.1470703643146689,0.1266763507117688,0.1368733575132188,1,1,209,137,216,216,1,selfrec_closed_interval
11,128,4.266666666666667,0.1499167332597251,0.1484353538877507,0.1491760435737379,1,1,209,137,216,216,1,selfrec_closed_interval
11,129,4.3,0.2582931125290323,0.2443108414158676,0.25130197697245,1,1,209,137,216,216,1,selfrec_closed_interval
11,130,4.333333333333333,0.2133948085662398,0.2131001766318806,0.2132474925990602,1,1,209,137,216,216,1,selfrec_closed_interval
11,131,4.366666666666666,0.1935483870967742,0.174375103807554,0.1839617454521641,1,1,209,137,216,216,1,selfrec_closed_interval
11,132,4.4,0.212048259489876,0.2040200798907694,0.2080341696903228,1,1,209,137,216,216,1,selfrec_closed_interval
11,133,4.433333333333334,0.1863630374272664,0.1480522947809513,0.1672076661041088,1,1,209,137,216,216,1,selfrec_closed_interval
11,134,4.466666666666667,0.1628027294974068,0.1508977096224175,0.1568502195599121,1,1,209,137,216,216,1,selfrec_closed_interval
11,135,4.5,0.1773271177074617,0.1480522947809513,0.1626897062442065,1,1,209,137,216,216,1,selfrec_closed_interval
11,136,4.533333333333333,0.2178511301676432,0.1783833765648794,0.1981172533662613,1,1,209,137,216,216,1,selfrec_closed_interval
11,137,4.566666666666666,0.1699673175811767,0.1625494697581182,0.1662583936696475,1,1,209,137,216,216,1,selfrec_closed_interval
11,138,4.6,0.1519673530708041,0.1350852336344963,0.1435262933526502,1,1,209,137,216,216,1,selfrec_closed_interval
11,139,4.633333333333334,0.1926748290601127,0.161206470643147,0.1769406498516299,1,1,209,137,216,216,1,selfrec_closed_interval
11,140,4.666666666666667,0.1926748290601127,0.1874085142772239,0.1900416716686683,1,1,209,137,216,216,1,selfrec_closed_interval
11,141,4.7,0.2026462035348205,0.1958110590482379,0.1992286312915292,1,1,209,137,216,216,1,selfrec_closed_interval
11,142,4.733333333333333,0.1450858235788323,0.1378006768674168,0.1414432502231245,1,1,209,137,216,216,1,selfrec_closed_interval
11,143,4.766666666666667,0.135309938264168,0.1403511443697162,0.1378305413169421,1,1,209,137,216,216,1,selfrec_closed_interval
11,144,4.8,0.1628027294974068,0.1422709223084039,0.1525368259029053,1,1,209,137,216,216,1,selfrec_closed_interval
11,145,4.833333333333333,0.1786613062776583,0.1679441942470587,0.1733027502623585,1,1,209,137,216,216,1,selfrec_closed_interval
11,146,4.866666666666666,0.1847127119700114,0.1468415782111534,0.1657771450905824,1,1,209,137,216,216,1,selfrec_closed_interval
11,147,4.9,0.1698729667512551,0.1641432454347156,0.1670081060929853,1,1,209,137,216,216,1,selfrec_closed_interval
11,148,4.933333333333334,0.1550802388606509,0.1625494697581182,0.1588148543093846,1,1,209,137,216,216,1,selfrec_closed_interval
11,149,4.966666666666667,0.1166666666666666,0.1307460088030013,0.123706337734834,1,1,209,137,216,216,1,selfrec_closed_interval
11,150,5.0,0.1785714285714285,0.1499167332597251,0.1642440809155768,1,1,209,137,216,216,1,selfrec_closed_interval
11,151,5.033333333333333,0.142176052619671,0.1330380192182549,0.137607035918963,1,1,209,137,216,216,1,selfrec_closed_interval
11,152,5.066666666666666,0.15,0.1307460088030013,0.1403730044015006,1,1,209,137,216,216,1,selfrec_closed_interval
11,153,5.1,0.1487439524742864,0.159266612317867,0.1540052823960767,1,1,209,137,216,216,1,selfrec_closed_interval
11,154,5.133333333333334,0.1849836587905883,0.1628027294974068,0.1738931941439975,1,1,209,137,216,216,1,selfrec_closed_interval
11,155,5.166666666666667,0.1206896551724138,0.1309497172503542,0.125819686211384,1,1,209,137,216,216,1,selfrec_closed_interval
11,156,5.2,0.15,0.1152809378169377,0.1326404689084688,1,1,209,137,216,216,1,selfrec_closed_interval
11,157,5.233333333333333,0.1520517587661743,0.1327274623407859,0.1423896105534801,1,1,209,137,216,216,1,selfrec_closed_interval
11,158,5.266666666666667,0.15,0.1307460088030013,0.1403730044015006,1,1,209,137,216,216,1,selfrec_closed_interval
11,159,5.3,0.151650325457255,0.1327274623407859,0.1421888938990204,1,1,209,137,216,216,1,selfrec_closed_interval
11,160,5.333333333333333,0.151566142602172,0.1285961286504565,0.1400811356263143,1,1,209,137,216,216,1,selfrec_closed_interval
11,161,5.366666666666666,0.151650325457255,0.1682235574088081,0.1599369414330316,1,1,209,137,216,216,1,selfrec_closed_interval
11,162,5.4,0.1467583794747629,0.1247565727730811,0.135757476123922,1,1,209,137,216,216,1,selfrec_closed_interval
11,163,5.433333333333334,0.1683169921239217,0.1174450916902388,0.1428810419070803,1,1,209,137,216,216,1,selfrec_closed_interval
11,164,5.466666666666667,0.1927893490626894,0.1464539003499661,0.1696216247063277,1,1,209,137,216,216,1,selfrec_closed_interval
11,165,5.5,0.1486666231689287,0.1230208855326738,0.1358437543508013,1,1,209,137,216,216,1,selfrec_closed_interval
11,166,5.533333333333333,0.135309938264168,0.1309497172503542,0.1331298277572611,1,1,209,137,216,216,1,selfrec_closed_interval
11,167,5.566666666666666,0.1520517587661743,0.1307460088030013,0.1413988837845878,1,1,209,137,216,216,1,selfrec_closed_interval
11,168,5.6,0.1193712949752807,0.1152809378169377,0.1173261163961092,1,1,209,137,216,216,1,selfrec_closed_interval
11,169,5.633333333333334,0.151566142602172,0.111855985193328,0.13171106389775,1,1,209,137,216,216,1,selfrec_closed_interval
11,170,5.666666666666667,0.1680460453033447,0.1628027294974068,0.1654243874003757,1,1,209,137,216,216,1,selfrec_closed_interval
11,171,5.7,0.1359624453911503,0.1164082668159731,0.1261853561035617,1,1,209,137,216,216,1,selfrec_closed_interval
11,172,5.733333333333333,0.15,0.1126689858570646,0.1313344929285323,1,1,209,137,216,216,1,selfrec_closed_interval
11,173,5.766666666666667,0.1520517587661743,0.1152809378169377,0.133666348291556,1,1,209,137,216,216,1,selfrec_closed_interval
11,174,5.8,0.1333333333333333,0.0991853684087856,0.1162593508710594,1,1,209,137,216,216,1,selfrec_closed_interval
11,175,5.833333333333333,0.1624824915613447,0.1327274623407859,0.1476049769510653,1,1,209,137,216,216,1,selfrec_closed_interval
11,176,5.866666666666666,0.1551724137931034,0.1533616562610183,0.1542670350270608,1,1,209,137,216,216,1,selfrec_closed_interval
11,177,5.9,0.15,0.151566142602172,0.150783071301086,1,1,209,137,216,216,1,selfrec_closed_interval
11,178,5.933333333333334,0.1572949228615596,0.1307460088030013,0.1440204658322804,1,1,209,137,216,216,1,selfrec_closed_interval
11,179,5.966666666666667,0.151650325457255,0.1327274623407859,0.1421888938990204,1,1,209,137,216,216,1,selfrec_closed_interval
11,180,6.0,0.1399703494730858,0.1152809378169377,0.1276256436450117,1,1,209,137,216,216,1,selfrec_closed_interval
11,181,6.033333333333333,0.1333333333333333,0.1112442186385006,0.1222887759859169,1,1,209,137,216,216,1,selfrec_closed_interval
11,182,6.066666666666666,0.1451612903225806,0.1266763507117688,0.1359188205171747,1,1,209,137,216,216,1,selfrec_closed_interval
11,183,6.1,0.151650325457255,0.1307460088030013,0.1411981671301281,1,1,209,137,216,216,1,selfrec_closed_interval
11,184,6.133333333333334,0.121423053741455,0.1287645552652167,0.1250938045033359,1,1,209,137,216,216,1,selfrec_closed_interval
11,185,6.166666666666667,0.151650325457255,0.1181292452474484,0.1348897853523517,1,1,209,137,216,216,1,selfrec_closed_interval
11,186,6.2,0.1572949228615596,0.1513144418447768,0.1543046823531682,1,1,209,137,216,216,1,selfrec_closed_interval
11,187,6.233333333333333,0.1228121642408699,0.0991853684087856,0.1109987663248278,1,1,209,137,216,216,1,selfrec_closed_interval
11,188,6.266666666666667,0.1568796470247466,0.132384939741955,0.1446322933833508,1,1,209,137,216,216,1,selfrec_closed_interval
11,189,6.3,0.142176052619671,0.1015346175179316,0.1218553350688013,1,1,209,137,216,216,1,selfrec_closed_interval
11,190,6.333333333333333,0.1551724137931034,0.1371324480507378,0.1461524309219206,1,1,209,137,216,216,1,selfrec_closed_interval
11,191,6.366666666666666,0.1568796470247466,0.1287645552652167,0.1428221011449816,1,1,209,137,216,216,1,selfrec_closed_interval
11,192,6.4,0.1187184254328409,0.0991853684087856,0.1089518969208133,1,1,209,137,216,216,1,selfrec_closed_interval
11,193,6.433333333333334,0.1166019036464528,0.1169597786299432,0.116780841138198,1,1,209,137,216,216,1,selfrec_closed_interval
11,194,6.466666666666667,0.1353850920995076,0.1191069047627203,0.127245998431114,1,1,209,137,216,216,1,selfrec_closed_interval
11,195,6.5,0.1187184254328409,0.0989294060815156,0.1088239157571783,1,1,209,137,216,216,1,selfrec_closed_interval
11,196,6.533333333333333,0.1187184254328409,0.1146504393948492,0.1166844324138451,1,1,209,137,216,216,1,selfrec_closed_interval
11,197,6.566666666666666,0.1407289258364973,0.1191069047627203,0.1299179152996088,1,1,209,137,216,216,1,selfrec_closed_interval
11,198,6.6,0.1537020842234293,0.1266763507117688,0.1401892174675991,1,1,209,137,216,216,1,selfrec_closed_interval
11,199,6.633333333333334,0.151650325457255,0.1172623913547223,0.1344563584059886,1,1,209,137,216,216,1,selfrec_closed_interval
11,200,6.666666666666667,0.1572949228615596,0.1024771523604385,0.129886037610999,1,1,209,137,216,216,1,selfrec_closed_interval
11,201,6.7,0.1519673530708041,0.1146504393948492,0.1333088962328267,1,1,209,137,216,216,1,selfrec_closed_interval
11,202,6.733333333333333,0.151650325457255,0.1285961286504565,0.1401232270538558,1,1,209,137,216,216,1,selfrec_closed_interval
11,203,6.766666666666667,0.15,0.1172623913547223,0.1336311956773611,1,1,209,137,216,216,1,selfrec_closed_interval
11,204,6.8,0.1683169921239217,0.1266763507117688,0.1474966714178452,1,1,209,137,216,216,1,selfrec_closed_interval
11,205,6.833333333333333,0.151566142602172,0.1136124303031918,0.1325892864526819,1,1,209,137,216,216,1,selfrec_closed_interval
11,206,6.866666666666666,0.1353850920995076,0.0989294060815156,0.1171572490905116,1,1,209,137,216,216,1,selfrec_closed_interval
11,207,6.9,0.1568796470247466,0.1307460088030013,0.1438128279138739,1,1,209,137,216,216,1,selfrec_closed_interval
11,208,6.933333333333334,0.1683169921239217,0.1464539003499661,0.1573854462369439,1,1,209,137,216,216,1,selfrec_closed_interval
11,209,6.966666666666667,0.1467583794747629,0.1285961286504565,0.1376772540626097,1,1,209,137,216,216,1,selfrec_closed_interval
11,210,7.0,0.1927893490626894,0.1468415782111534,0.1698154636369214,1,1,209,137,216,216,1,selfrec_closed_interval
11,211,7.033333333333333,0.1166019036464528,0.1149834385223656,0.1157926710844092,1,1,209,137,216,216,1,selfrec_closed_interval
11,212,7.066666666666666,0.1333333333333333,0.1172623913547223,0.1252978623440278,1,1,209,137,216,216,1,selfrec_closed_interval
11,213,7.1,0.1187184254328409,0.0991853684087856,0.1089518969208133,1,1,209,137,216,216,1,selfrec_closed_interval
11,214,7.133333333333334,0.1206179635582841,0.1174450916902388,0.1190315276242614,1,1,209,137,216,216,1,selfrec_closed_interval
11,215,7.166666666666667,0.1187184254328409,0.1148290701860395,0.1167737478094402,1,1,209,137,216,216,1,selfrec_closed_interval
11,216,7.2,0.1550802388606509,0.1307460088030013,0.1429131238318261,1,1,209,137,216,216,1,selfrec_closed_interval
11,217,7.233333333333333,0.1568796470247466,0.1017973203686586,0.1293384836967026,1,1,209,137,216,216,1,selfrec_closed_interval
11,218,7.266666666666667,0.1572949228615596,0.1484353538877507,0.1528651383746552,1,1,209,137,216,216,1,selfrec_closed_interval
11,219,7.3,0.1206179635582841,0.1371324480507378,0.1288752058045109,1,1,209,137,216,216,1,selfrec_closed_interval
11,220,7.333333333333333,0.1187184254328409,0.1172623913547223,0.1179904083937816,1,1,209,137,216,216,1,selfrec_closed_interval
11,221,7.366666666666666,0.1206179635582841,0.1152809378169377,0.1179494506876109,1,1,209,137,216,216,1,selfrec_closed_interval
11,222,7.4,0.1567864579680438,0.1327274623407859,0.1447569601544148,1,1,209,137,216,216,1,selfrec_closed_interval
11,223,7.433333333333334,0.1568796470247466,0.1166019036464528,0.1367407753355997,1,1,209,137,216,216,1,selfrec_closed_interval
11,224,7.466666666666667,0.1551724137931034,0.1350852336344963,0.1451288237137999,1,1,209,137,216,216,1,selfrec_closed_interval
11,225,7.5,0.1166666666666666,0.1146504393948492,0.1156585530307579,1,1,209,137,216,216,1,selfrec_closed_interval
11,226,7.533333333333333,0.1451612903225806,0.1136124303031918,0.1293868603128862,1,1,209,137,216,216,0,
11,227,7.566666666666666,0.1770512634896729,0.1773271177074617,0.1771891905985673,1,1,209,137,216,216,0,
11,228,7.6,0.2509703558302452,0.2579303530290353,0.2544503544296402,1,1,209,137,216,216,0,
11,229,7.633333333333334,0.3056157159620617,0.28125,0.2934328579810308,1,1,209,137,216,216,0,
11,230,7.666666666666667,0.3555315673308042,0.3331803917930129,0.3443559795619085,1,1,209,137,216,216,0,
11,231,7.7,0.3607791074812851,0.3484848484848485,0.3546319779830668,1,1,209,137,216,216,0,
11,232,7.733333333333333,0.3808558599967797,0.3534000476631059,0.3671279538299428,1,1,209,137,216,216,0,
11,233,7.766666666666667,0.3939551495455051,0.3636363636363636,0.3787957565909344,1,1,209,137,216,216,0,
11,234,7.8,0.390644604723066,0.3793697646169951,0.3850071846700306,1,1,209,137,216,216,0,
11,235,7.833333333333333,0.3757118561021756,0.3529411764705882,0.3643265162863819,1,1,209,137,216,216,0,
11,236,7.866666666666666,0.3956780241609259,0.3674881543163148,0.3815830892386204,1,1,209,137,216,216,0,
11,237,7.9,0.3733939937709149,0.3382352941176471,0.355814643944281,1,1,209,137,216,216,0,
11,238,7.933333333333334,0.3607791074812851,0.3428571428571428,0.351818125169214,1,1,209,137,216,216,0,
11,239,7.966666666666667,0.3579480422622011,0.3382352941176471,0.3480916681899241,1,1,209,137,216,216,0,
11,240,8.0,0.3616197568989003,0.3382352941176471,0.3499275255082736,1,1,209,137,216,216,0,
11,241,8.033333333333333,0.3772388361580754,0.3535528603722067,0.365395848265141,1,1,209,137,216,216,0,
