config_id,feature_pair_name,feature_names,dataset_rule_name,central_size,min_closed_in_central,open_step,eyeblink8_policy,C,class_weight
69,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,balanced
70,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
71,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
72,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
73,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,balanced
74,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
75,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
76,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
77,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,balanced
78,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
79,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
80,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
81,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.03,balanced
82,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:2"
83,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:3"
84,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:5"
85,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.1,balanced
86,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:2"
87,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:3"
88,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:5"
89,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.3,balanced
90,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:2"
91,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:3"
92,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:5"
93,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,1.0,balanced
94,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:2"
95,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:3"
96,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:5"
97,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,3.0,balanced
98,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:2"
99,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:3"
100,col_run_topk_fixed+col_run_topk_adapt,col_run_topk_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:5"
101,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,balanced
102,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
103,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
104,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
105,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,balanced
106,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
107,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
108,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
109,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,balanced
110,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
111,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
112,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
113,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,balanced
114,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
115,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
116,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
117,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,balanced
118,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
119,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
120,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
121,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,balanced
122,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
123,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
124,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
125,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,balanced
126,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
127,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
128,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
129,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,balanced
130,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
131,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
132,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
133,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,balanced
134,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
135,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
136,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
137,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,balanced
138,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
139,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
140,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
